#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
7ddf94c4e1f371fddb4407bd396996cc	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 	 
9a9aebb820b8dbbd5bff16e83a6d8109	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
0dd5cf0b39c8fa99b5fda35029e114f1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae		
53a06b8ac490ac32418e76b4ffa66f8a	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 
66708931cb3ab3c6991e558f545459fd	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
a603359a4ed6508c9642ecd5551a2a04	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 	 	 
530b5fd23735eec30fbefe51dca576e6	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 	 	 
f04876870e9cd64d1be701cfe651efa4	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales			
143fea9dbd523680eb878d4ea92e7ade	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae	 	 
d37aec56fb39a261bc9ba18fb1d92ee3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae		
93867ba657748df93d391132615646f3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Agrobacterium	 
75e8c88d920449d938e160653998ed8a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae		
3135a29a0070be830f5880f89856eb3c	Bacteria	 Proteobacteria	 Gammaproteobacteria				
d0f2073a0fc680d72a10014e1ff914ea	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
51a3b03fec593e16b0f32732eb0a5e21	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 
21f614d0b932982323316b1b897caaaf	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 	 
ae8b85d407ce530e5e6b28f643b27be3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
85d1e5164c0cbc33d20223b4e42c674f	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
2a91c5f0c7c8bb508fabc68657c1d42d	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
4a8e194c2fe8eed872c8176db81f68d9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Magnetospirillum	 
e45f1e90b4459bce4a461dc81a1006af	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
e3720f7f85d40b09bfd76aec3b36dc09	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
eb215b9fd7490440a71f699e637c23a3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Gracilibacteraceae	 Lutispora	 
b05280a2a01055d4adaa82fd390d7011	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 	 	 
94056bfac87fb9abf6e281c06db5e909	Bacteria	 Acidobacteria	 TM1	 	 	 	 
92ca08650b5ad0274af7e32b094b11a9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
7661b6e2e7fc88cf6813c80d00c86acc	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
e7d6e15fdf07cf3f8518a826310bdf6e	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 	 
0d61b9212eca8d92b0f4389eca00ae07	Bacteria	 Proteobacteria	 Betaproteobacteria	 	 	 	 
e833f1774207b3b792fce383ebc459e2	Bacteria	 Acidobacteria	 Sva0725	 Sva0725	 	 	 
d09e5f4f3514f8dba36c8029c9934649	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Hyphomonadaceae	 	 
06e275fa604f694c4ce36994a3dc7cf2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 	 
a90855655510117aee8391e58449f59e	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinospicaceae	 	 
421c8aee45756d314b508593dbf0b357	Bacteria	 Verrucomicrobia	 [Pedosphaerae]	 [Pedosphaerales]	 [Pedosphaeraceae]	 Pedosphaera	 
dbea3b2e0a302ab28ac1d075751957a7	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
ca2173f582dd12861265b5fe4345f183	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
37b666a60cca502c98666efcb0702a39	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
d1daf9760f17897b5a421494b3811ff5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
5063d9f7174c939a4fc9f1e9d830abc8	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae	 Actinopolymorpha	 
109a52d8e08fe97651384236f6dbe9a7	Bacteria	 Firmicutes	 Bacilli	 Bacillales			
7bc076b87bf69636250e6341c3688a76	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 	 	 
dcb587d8b53d7a144417156d7126c7f3	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
687c4be01f48e57eebc7470084e41787	Bacteria	 Proteobacteria	 Betaproteobacteria	 A21b	 EB1003	 	 
82af9ae6a84105524a315310c0072a79	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 echinoides
40471b3821b868ac00b6e4c4f16ac53e	Bacteria	 Proteobacteria	 Betaproteobacteria	 	 	 	 
7081f2bd5e858632f3c21b7f70101af6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	 
40a112f62348878eddf11ecb4a9e0d1b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
3bb06a383a21d903c462ccf5ff669a6d	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Castellaniella	 defragrans
791052bd0640190c42922d18b6b60cab	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 firmus
1d79859b138b550df486293920ef2711	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae		
d41e0a09236576174b8c6df6861c4288	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
e7cb4b79846232ddc0c8b8e1becf15f4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 
609c435df2b6d13fdf74492302880000	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 
dea0a5e61d335ec9e47caf2890d10506	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Terriglobus	 
a81ac0a257ac788beedd002544881a8d	Bacteria	 Acidobacteria					
f02b286b05899114205298c332fe7a6d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
04cd51b9bcfe1775aa15875eabd08684	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae		
3e217a712863ad4727cb9584b2b9c2f3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
3b9523d7e4230c342760460cb9669993	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
fc1097934fa5b87f06459d029256583f	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
efeb9aa01f4d3961a49abea8f042d362	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
947ef4a436fc670c63b864797daf3ff1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Ammoniphilus	 
b4c88c542281d58157f00e19c3ed2f5e	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
1f5b611a72913e35b64db98fd5daebb1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
5f9fe1f8b4a43214853e7fc01ed6d6f5	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 
ea689fcb73f6e62d8ea33a7b4a3e1e21	Bacteria	 Chloroflexi	 TK10	 	 	 	 
df9e5ad43298fffa80963f2b96370cfe	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Thermomonosporaceae	 Actinoallomurus	 iriomotensis
1a9d5095b3001555637732fe688d0956	Bacteria	 Proteobacteria	 Deltaproteobacteria	 MIZ46	 	 	 
77e781ab482d4842c20374aa6acb5dfd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae		
f08ce2cac7f6acc5aadf0c630926cd01	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Acidobacterium	 
c0233cc41aaa0b50661d7074fcfe3041	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
28996be24a62d6c75832adb845b61bb8	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
9af2045678310cc35f9b446a0c493abf	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Geodermatophilaceae	 Geodermatophilus	
a18cea49fe9b8621fc872ca74c4a513c	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 	 	 
2c433e0bcf4a6a8a1f80afcdcbfe876d	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 subterminale
dc01c5d76a2fea872d61cb44cb6ffa2b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
21cb0d7495c97354423a87e470ba2f20	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Brucellaceae	 Ochrobactrum	 grignonense
85322e37663261abcf30c0bf65c89022	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 
9892059e1272a365c4eb34fd27bac4b5	Bacteria	 Verrucomicrobia	 [Pedosphaerae]	 [Pedosphaerales]	 	 	 
d28221668bec53eeb95238c9c8c0ba57	Bacteria	 Chloroflexi	 Chloroflexi	 [Roseiflexales]	 [Kouleothrixaceae]	 	 
4b6ad417389c5705a76ca8cac89caa53	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Acidicapsa	 borealis
375c195175e2e3947dd749377d03900f	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 neonatale
9e58090e236a4453693dd3bb204f11c3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Telmatospirillum	 
45d257377ee6271434f86d76e4adc433	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae	 Streptomyces	
a263273eeb5f8f2b29269daf4a96520d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
ba94785cb03205f8091b7168e3dbd19e	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 	 	 
940d60fbf5e42c2c30a729103d37bcfa	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
ce40ed65dab97ac2996afb91001bfb6f	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
4a0e77b96c533ab1c6f63923a830785d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
f76f78d659042d3f1fe2bcdf5892a034	Bacteria	 Chloroflexi	 Chloroflexi	 [Roseiflexales]	 [Kouleothrixaceae]		
e630356cce809506ea2cd87de45e2fd1	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
dac921cf7fbf4d50a4076c2cfd010155	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales			
a699faca635d050de431146aae400e54	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 	 	 
b3c68fc991102e8d67ce69d8a18ee9a6	Bacteria	 Proteobacteria	 Deltaproteobacteria				
636d90bf95604796fb905d76806a89dc	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae		
09fc5e649f27cad132f96da7d6fbe0c7	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Cytophaga	 
21d9e062db75355da186bf8287bfb112	Bacteria	 Verrucomicrobia	 [Pedosphaerae]	 [Pedosphaerales]	 	 	 
85c85ef1fc7ab3b065fc53a1e6d5ab85	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
cc152049da39899b1c43b20de1567fca	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 
817920c73589bb0d3275df507e50f091	Bacteria	 Verrucomicrobia	 [Pedosphaerae]	 [Pedosphaerales]	 Ellin515	 	 
54145ea4142e085794ab43aa6c72de80	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
ee24cb7baa316d7b52902e581d762bac	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Frankiaceae	 	 
8f80987eea8cec46e1c834ae7a238984	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
47666e2da30dcfec31e3ff7d51e28cce	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
09c81f5e898124383688bcb742629ca7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
d967d5b2fbe89e0fb1990e29ade2552a	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae		
ffe818fbbfb5097ac55257a702ed787c	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 	 	 
fb46a5e72fd490ceb783b7fe59f4b9fb	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
51f279dd22c251c8eb2afb532838563b	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Delftia	 
1e42e4c1576f6053398ee2a875212f56	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 [Exiguobacteraceae]	 Exiguobacterium	 
0a603275bf2751a10b5c6c8402fc008c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
b746e7884e92caff08ed3745f74f8df9	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
6ebbe436cb4a37845b4de50a1589c502	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 
c15374d72f1af9aa7bfed54a33ca9107	Bacteria	 TM7	 TM7-3	 EW055	 	 	 
614e6584cec96b49d3212f830fb713b3	Bacteria	 Chloroflexi	 TK17	 	 	 	 
d0865d6249a15f5fbf3f9a67848b1c74	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 
57a8e320a86f6442d3f799811ca74243	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae	 	 
c3b64e8bbefad4b845d9e0cffa9fb590	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	 
42f6bdc9aee992a6f0940a0b10002d7d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 mitochondria	 Oryza	 sativa Indica Group
49e71a7eb8c8319e4f6bbd992b75bd2d	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Ellin5290	 	 	 
2073bc8122037a612eb65b18b06ea336	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 	 
a20672c758ea51193067d8aa1891904f	Bacteria	 Acidobacteria	 	 	 	 	 
077c36a95aac407fb6f93c08196f10b0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 oleronius
0d277319cb68136bdd3ba197d27f24a5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
484a6266b42531f9b4dcab84e7e8628d	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 	 	 
8ade7c064f3e41884d20de3783abad23	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
d0c5d675496075a14ffbcfcf97b30483	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 stutzeri
a101a9203583379a34f43c45c5cb7549	Bacteria	 Proteobacteria					
0fd3fe2d10134ed21461af219b6aa7c8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
a4a867810914feb39ab3a6f72c9d36a7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
9d7599047af1655d35385d6cd9909945	Bacteria	 Chloroflexi	 	 	 	 	 
c9007cde1eba1ddcbaaf572c4d98edef	Bacteria	 Acidobacteria	 DA052	 Ellin6513	 	 	 
5aede3c2872f6279215742f894e74556	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
94de809c9f1efe9871e7714f0f5336c0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
cb90da4f1dab3dbb3d23f064d539775f	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 cecorum
bd6e036d1fad4e9d8646c0846a6cea4c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
7283fd0c6c3b40bb10a1bb0b0e93f928	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
1816eb8e9e52301aa053a227d6752646	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Denitrobacter	 
8ed7e5090591884caacd05a4332e268e	Bacteria	 Chloroflexi	 Chloroflexi	 [Roseiflexales]	 [Kouleothrixaceae]	 	 
6b8cc5a05fc8de2415a30f852e678ff4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
c3d347fb23ff9c355052ab08b116e4e9	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
a5201e74bc99555d9c52a6ad93ed3116	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Candidatus Phytoplasma	 
c5f7d77eb29ffadb7a9ffdf092dc354a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 
05a28d17c2a66c4dfb10b8d3bb82e8ac	Bacteria	 AD3	 ABS-6	 	 	 	 
6ba8a82ab27f391965751eaf099d5525	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
4bd30011201d4b3059294c234764c475	Bacteria	 Actinobacteria	 Actinobacteria	 	 	 	 
86121897f9cd2d897cc441a9bd9860ce	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
7a9b162bb98b53365586219ac789d4ed	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 
b501f22cb7a4236ea5f75289beadf23d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 
d4d8615c9f65d21b2d3e0642b1caa264	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae		
ad508f25aea1f5c2aeacfe2bd3c6db3a	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
d13de72c45bfbee73ab035bc31c1f999	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
8fba7a62802989469c50482075e2986c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Morganella	
73a2e5173e9b019ee68ef57b6d346bd6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
02639971162795d733a5b460ae590ade	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Microbacterium	
4ad4ac6f0b789318d1720c540a8f011b	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 
a178da31b2d12114c4e68de01f4c6c9f	Bacteria	 Armatimonadetes	 [Fimbriimonadia]	 [Fimbriimonadales]	 [Fimbriimonadaceae]	 Fimbriimonas	 
72ac8bdecffe184f479e61f81360dc91	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
b08aa2dd74a66af0ca40079c04499504	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
74d4307b800d4002b3c0f294deafdd21	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Agromyces	 
92bcea8910c8d4cddb6d758164f7f76b	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
f95f0251a48cf073efe6345b04be0607	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
ef975be077c0e965ccd5d3e9ffde68b9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae	 Mesorhizobium	 
f1b8973c00e07558312d934b378aaf07	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
060b7f262fc751c5709716ce82505e05	Archaea	 Crenarchaeota	 Thaumarchaeota	 Nitrososphaerales	 Nitrososphaeraceae	 Candidatus Nitrososphaera	
364baed4dba8f0cc8fad0c121c86426f	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
9cbcb6d6d1654419e593a498c5287791	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
409fce9018d02c36c18050a4fbd41e4d	Bacteria	 Proteobacteria	 Alphaproteobacteria				
310add62905890d31c376a04e4620adc	Bacteria	 Proteobacteria	 Alphaproteobacteria				
1ba1009bc58ac4ac582c0b986547b4a0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 MIZ46	 	 	 
0c4aeb0ad95e8f33b0759de34c9106c8	Bacteria	 Acidobacteria	 Acidobacteria-5	 	 	 	 
fa7e5d63e1f8fd8cf2e99f91c6cae37e	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
70c98d7f62a61ab6837001c052a9f3fd	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 chondroitinus
159fe61842c00dbce36ce782650c0054	Bacteria	 Acidobacteria	 Acidobacteria-5	 	 	 	 
110dc1dca6a8beca91a6d6f365c48e67	Bacteria	 Acidobacteria	 TM1	 	 	 	 
6577e3e551c6d2547206c1049306de48	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 	 
f467203fb3674775b24f21628c3f9c02	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae		
75b2819405e7d563f8ae24b2a7468b34	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
8d382ddfaa8793fc4c3bb45836151f23	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae		
349cabe6368edcd6a5b32f257b7da71d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 
26bde6fcdec194a4e69afd92ca0a5a69	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 OM27	 	 
a41c3b119326e61b6d52be20aed44598	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
3a03b667ae7ae8748ad59b96c5cc88e7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Agrobacterium	 
7a96d491047d4ebd176610080a31ff81	Bacteria	 Acidobacteria	 Sva0725	 Sva0725	 	 	 
c49226c08f2dc4789716846be92e604c	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 	 
f636eaf94a86d4f1c0c4ac1d3a400f8a	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
1fe707e7c6b455fd7d6c2998c8ca0f18	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
c0f5e7d433b21bc5f140e688e6c2d6f0	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
9cbbaf2538597a9aa8682c91268c5ef5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
f0fadd05a92864c9ae20541b755b436b	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophobacteraceae	 	 
ec1d5b13efaca195aa391ff232fa27f4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 
9420c464214b3910af1fa9544a3ea9a7	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
d6a364620dff53ef48efd21647489d2c	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
ffea154771be9f3a8f3f9e0b19e4c3f2	Bacteria						
7d3775bd39ce0d788792758ca4193457	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
f1e07ab38575bc52cb0eb964fc2da0dd	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
