#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
b2cc16c9b37b667230fd516d6dfc020a	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__5B-12	g__	s__
b711794f198b46808453cd023a8932ec	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
420bdd00d50aab20303fdd612d608f22	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	NA
2cf44cd955d3246b4c64ef2e94437b09	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	NA	NA
46e4408086a4ac459d886c7d5e5e2026	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	NA
2deaafd05b829693f3c25e312ab865ec	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
254f87a4363d78482ae6ac9373bbdc01	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__5B-12	g__	s__
99d6314868d66db2a12dff20205b1f0f	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	s__
90f7e912f6d7d76faf598da7f832ffb9	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dokdonella	s__
9da4329a28a404c8b630585a7650f83c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
1735ab3ed849372c48f8a08bc59b3b52	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
6e45f078bc9327ea533914b383790c78	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	NA	NA	NA	NA
8600959ff81e4aa7f9ce5b85b785cd5d	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Salinispora	s__
5ea45e726981b0c238951e6fc7520b14	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA
31bfe7c3598ec66448569fd95b21095f	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
e90bf4940a29767414fd554b45f5f048	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
6e830a52dd0ca51a0ed2d63051644700	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
668930c8d07f63eda0b247196348a849	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dermacoccaceae	g__Dermacoccus	s__
1a0d8c2fd333edc266944f8d372046f1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	NA	NA
aedde5cf2ea31f65224f0ef948637751	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__	s__
068c817df473da69dd4d1a5870b961a9	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__CandidatusSolibacter	s__
5838becba110386a5289b98f1a1f88a8	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Shinella	s__granuli
c5b1145498cafcb6a46ec5a7e123e7f8	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__
ec180940abf8264e37d7faf92910db49	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	NA	NA
ac10ed99c8add11b11b4d7c4446ef5c6	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Edaphobacter	s__
b0d428f61cbda96b9d5b759743c115ca	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
ee675e5558bcbd842e07dcc791bb0129	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	NA
116c4e4917d89c8ae10da297eb819619	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
3a8491a2e62019c0e3acd7ac8ad0fdb2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
0f65811a8a2d481a4959eed92f5857ee	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	g__Cystobacter	s__
34e43dba09ff1d229a3e082779c6ed13	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
f8d0a787005539eb8fb47649e6d55298	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__
b404bc207701896aab05d96234b3395a	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
ce051d3df98b66019920e37f81e617f7	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Rummeliibacillus	s__
7ddf94c4e1f371fddb4407bd396996cc	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__	s__
9a9aebb820b8dbbd5bff16e83a6d8109	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
0dd5cf0b39c8fa99b5fda35029e114f1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	NA	NA
53a06b8ac490ac32418e76b4ffa66f8a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	s__
66708931cb3ab3c6991e558f545459fd	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
a603359a4ed6508c9642ecd5551a2a04	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__	s__
530b5fd23735eec30fbefe51dca576e6	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
f04876870e9cd64d1be701cfe651efa4	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
143fea9dbd523680eb878d4ea92e7ade	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
d37aec56fb39a261bc9ba18fb1d92ee3	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	NA	NA
93867ba657748df93d391132615646f3	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__
75e8c88d920449d938e160653998ed8a	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	NA	NA
3135a29a0070be830f5880f89856eb3c	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA
d0f2073a0fc680d72a10014e1ff914ea	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
51a3b03fec593e16b0f32732eb0a5e21	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	s__
21f614d0b932982323316b1b897caaaf	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__	s__
ae8b85d407ce530e5e6b28f643b27be3	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	NA	NA
85d1e5164c0cbc33d20223b4e42c674f	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
2a91c5f0c7c8bb508fabc68657c1d42d	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
4a8e194c2fe8eed872c8176db81f68d9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Magnetospirillum	s__
e45f1e90b4459bce4a461dc81a1006af	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Thermogemmatisporales	f__Thermogemmatisporaceae	g__	s__
e3720f7f85d40b09bfd76aec3b36dc09	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
eb215b9fd7490440a71f699e637c23a3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Gracilibacteraceae	g__Lutispora	s__
b05280a2a01055d4adaa82fd390d7011	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
94056bfac87fb9abf6e281c06db5e909	k__Bacteria	p__Acidobacteria	c__TM1	o__	f__	g__	s__
92ca08650b5ad0274af7e32b094b11a9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
7661b6e2e7fc88cf6813c80d00c86acc	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
e7d6e15fdf07cf3f8518a826310bdf6e	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__	s__
0d61b9212eca8d92b0f4389eca00ae07	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__	g__	s__
e833f1774207b3b792fce383ebc459e2	k__Bacteria	p__Acidobacteria	c__Sva0725	o__Sva0725	f__	g__	s__
d09e5f4f3514f8dba36c8029c9934649	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Hyphomonadaceae	g__	s__
06e275fa604f694c4ce36994a3dc7cf2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__
a90855655510117aee8391e58449f59e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinospicaceae	g__	s__
421c8aee45756d314b508593dbf0b357	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__[Pedosphaeraceae]	g__Pedosphaera	s__
dbea3b2e0a302ab28ac1d075751957a7	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
ca2173f582dd12861265b5fe4345f183	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
37b666a60cca502c98666efcb0702a39	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
d1daf9760f17897b5a421494b3811ff5	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
5063d9f7174c939a4fc9f1e9d830abc8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Actinopolymorpha	s__
109a52d8e08fe97651384236f6dbe9a7	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
7bc076b87bf69636250e6341c3688a76	k__Bacteria	p__Chloroflexi	c__TK10	o__B07_WMSP1	f__	g__	s__
dcb587d8b53d7a144417156d7126c7f3	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
687c4be01f48e57eebc7470084e41787	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__A21b	f__EB1003	g__	s__
82af9ae6a84105524a315310c0072a79	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__echinoides
40471b3821b868ac00b6e4c4f16ac53e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__	g__	s__
7081f2bd5e858632f3c21b7f70101af6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__
40a112f62348878eddf11ecb4a9e0d1b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
3bb06a383a21d903c462ccf5ff669a6d	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Castellaniella	s__defragrans
791052bd0640190c42922d18b6b60cab	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__firmus
1d79859b138b550df486293920ef2711	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	NA	NA
d41e0a09236576174b8c6df6861c4288	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
e7cb4b79846232ddc0c8b8e1becf15f4	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Steroidobacter	s__
609c435df2b6d13fdf74492302880000	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Steroidobacter	s__
dea0a5e61d335ec9e47caf2890d10506	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Terriglobus	s__
a81ac0a257ac788beedd002544881a8d	k__Bacteria	p__Acidobacteria	NA	NA	NA	NA	NA
f02b286b05899114205298c332fe7a6d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
04cd51b9bcfe1775aa15875eabd08684	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
3e217a712863ad4727cb9584b2b9c2f3	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
3b9523d7e4230c342760460cb9669993	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
fc1097934fa5b87f06459d029256583f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
efeb9aa01f4d3961a49abea8f042d362	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
947ef4a436fc670c63b864797daf3ff1	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Ammoniphilus	s__
b4c88c542281d58157f00e19c3ed2f5e	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Thermogemmatisporales	f__Thermogemmatisporaceae	g__	s__
1f5b611a72913e35b64db98fd5daebb1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
5f9fe1f8b4a43214853e7fc01ed6d6f5	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
ea689fcb73f6e62d8ea33a7b4a3e1e21	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
df9e5ad43298fffa80963f2b96370cfe	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Thermomonosporaceae	g__Actinoallomurus	s__iriomotensis
1a9d5095b3001555637732fe688d0956	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__MIZ46	f__	g__	s__
77e781ab482d4842c20374aa6acb5dfd	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	NA	NA
f08ce2cac7f6acc5aadf0c630926cd01	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidobacterium	s__
c0233cc41aaa0b50661d7074fcfe3041	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
28996be24a62d6c75832adb845b61bb8	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
9af2045678310cc35f9b446a0c493abf	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae	g__Geodermatophilus	NA
a18cea49fe9b8621fc872ca74c4a513c	k__Bacteria	p__Chloroflexi	c__TK10	o__B07_WMSP1	f__	g__	s__
2c433e0bcf4a6a8a1f80afcdcbfe876d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__subterminale
dc01c5d76a2fea872d61cb44cb6ffa2b	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
21cb0d7495c97354423a87e470ba2f20	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Brucellaceae	g__Ochrobactrum	s__grignonense
85322e37663261abcf30c0bf65c89022	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
9892059e1272a365c4eb34fd27bac4b5	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
d28221668bec53eeb95238c9c8c0ba57	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	g__	s__
4b6ad417389c5705a76ca8cac89caa53	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidicapsa	s__borealis
375c195175e2e3947dd749377d03900f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__neonatale
9e58090e236a4453693dd3bb204f11c3	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Telmatospirillum	s__
45d257377ee6271434f86d76e4adc433	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	NA
a263273eeb5f8f2b29269daf4a96520d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
ba94785cb03205f8091b7168e3dbd19e	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
940d60fbf5e42c2c30a729103d37bcfa	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
ce40ed65dab97ac2996afb91001bfb6f	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
4a0e77b96c533ab1c6f63923a830785d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
f76f78d659042d3f1fe2bcdf5892a034	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	NA	NA
e630356cce809506ea2cd87de45e2fd1	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
dac921cf7fbf4d50a4076c2cfd010155	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
a699faca635d050de431146aae400e54	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__	g__	s__
b3c68fc991102e8d67ce69d8a18ee9a6	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	NA	NA	NA	NA
636d90bf95604796fb905d76806a89dc	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	NA	NA
09fc5e649f27cad132f96da7d6fbe0c7	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Cytophaga	s__
21d9e062db75355da186bf8287bfb112	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__	g__	s__
85c85ef1fc7ab3b065fc53a1e6d5ab85	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
cc152049da39899b1c43b20de1567fca	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
817920c73589bb0d3275df507e50f091	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
54145ea4142e085794ab43aa6c72de80	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
ee24cb7baa316d7b52902e581d762bac	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Frankiaceae	g__	s__
8f80987eea8cec46e1c834ae7a238984	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
47666e2da30dcfec31e3ff7d51e28cce	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
09c81f5e898124383688bcb742629ca7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
d967d5b2fbe89e0fb1990e29ade2552a	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA
ffe818fbbfb5097ac55257a702ed787c	k__Bacteria	p__Chloroflexi	c__TK10	o__B07_WMSP1	f__	g__	s__
fb46a5e72fd490ceb783b7fe59f4b9fb	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
51f279dd22c251c8eb2afb532838563b	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Delftia	s__
1e42e4c1576f6053398ee2a875212f56	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__[Exiguobacteraceae]	g__Exiguobacterium	s__
0a603275bf2751a10b5c6c8402fc008c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__	f__	g__	s__
b746e7884e92caff08ed3745f74f8df9	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
6ebbe436cb4a37845b4de50a1589c502	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	s__
c15374d72f1af9aa7bfed54a33ca9107	k__Bacteria	p__TM7	c__TM7-3	o__EW055	f__	g__	s__
614e6584cec96b49d3212f830fb713b3	k__Bacteria	p__Chloroflexi	c__TK17	o__	f__	g__	s__
d0865d6249a15f5fbf3f9a67848b1c74	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__
57a8e320a86f6442d3f799811ca74243	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
c3b64e8bbefad4b845d9e0cffa9fb590	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__
42f6bdc9aee992a6f0940a0b10002d7d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Oryza	s__sativaIndicaGroup
49e71a7eb8c8319e4f6bbd992b75bd2d	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
2073bc8122037a612eb65b18b06ea336	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__	s__
a20672c758ea51193067d8aa1891904f	k__Bacteria	p__Acidobacteria	c__	o__	f__	g__	s__
077c36a95aac407fb6f93c08196f10b0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__oleronius
0d277319cb68136bdd3ba197d27f24a5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
484a6266b42531f9b4dcab84e7e8628d	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
8ade7c064f3e41884d20de3783abad23	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
d0c5d675496075a14ffbcfcf97b30483	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__stutzeri
a101a9203583379a34f43c45c5cb7549	k__Bacteria	p__Proteobacteria	NA	NA	NA	NA	NA
0fd3fe2d10134ed21461af219b6aa7c8	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
a4a867810914feb39ab3a6f72c9d36a7	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
9d7599047af1655d35385d6cd9909945	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
c9007cde1eba1ddcbaaf572c4d98edef	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
5aede3c2872f6279215742f894e74556	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
94de809c9f1efe9871e7714f0f5336c0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
cb90da4f1dab3dbb3d23f064d539775f	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__cecorum
bd6e036d1fad4e9d8646c0846a6cea4c	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__	f__	g__	s__
7283fd0c6c3b40bb10a1bb0b0e93f928	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
1816eb8e9e52301aa053a227d6752646	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Denitrobacter	s__
8ed7e5090591884caacd05a4332e268e	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	g__	s__
6b8cc5a05fc8de2415a30f852e678ff4	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
c3d347fb23ff9c355052ab08b116e4e9	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
